tri,yy,season,full_name,position,abbrev
MEM,22,2022-23,Luke Kennard,G,L. Kennard
MEM,22,2022-23,Ja Morant,G,J. Morant
MEM,22,2022-23,Jaren Jackson Jr.,F-C,J. Jackson Jr.
MEM,22,2022-23,Brandon Clarke,F,B. Clarke
MEM,22,2022-23,Tyus Jones,G,T. Jones
MEM,22,2022-23,Desmond Bane,G,D. Bane
MEM,22,2022-23,Dillon Brooks,G-F,D. Brooks
MEM,22,2022-23,David Roddy,F,D. Roddy
MEM,22,2022-23,John Konchar,G,J. Konchar
MIA,22,2022-23,Kevin Love,F-C,K. Love
MIA,22,2022-23,Gabe Vincent,G,G. Vincent
MIA,22,2022-23,Victor Oladipo,G,V. Oladipo
MIA,22,2022-23,Nikola Jović,F,N. Jović
MIA,22,2022-23,Kyle Lowry,G,K. Lowry
MIA,22,2022-23,Jamal Cain,F,J. Cain
MIA,22,2022-23,Bam Adebayo,C-F,B. Adebayo
MIA,22,2022-23,Tyler Herro,G,T. Herro
MIA,22,2022-23,Caleb Martin,F,C. Martin
MIA,22,2022-23,Jimmy Butler III,F,J. Butler III
MIA,22,2022-23,Haywood Highsmith,F,H. Highsmith
MIA,22,2022-23,Orlando Robinson,C,O. Robinson
MIA,22,2022-23,Max Strus,G-F,M. Strus
MIA,22,2022-23,Udonis Haslem,F,U. Haslem
MIA,22,2022-23,Cody Zeller,F-C,C. Zeller
MIA,22,2022-23,Duncan Robinson,F,D. Robinson
MIA,22,2022-23,Omer Yurtseven,C,O. Yurtseven
MIL,22,2022-23,MarJon Beauchamp,F,M. Beauchamp
MIL,22,2022-23,Meyers Leonard,F-C,M. Leonard
MIL,22,2022-23,Jevon Carter,G,J. Carter
MIL,22,2022-23,Joe Ingles,F-G,J. Ingles
MIL,22,2022-23,Bobby Portis,F,B. Portis
MIL,22,2022-23,Brook Lopez,C,B. Lopez
MIL,22,2022-23,Grayson Allen,G,G. Allen
MIL,22,2022-23,AJ Green,G,A. Green
MIL,22,2022-23,Jrue Holiday,G,J. Holiday
MIL,22,2022-23,Khris Middleton,F,K. Middleton
MIL,22,2022-23,Wesley Matthews,G,W. Matthews
MIL,22,2022-23,Pat Connaughton,G,P. Connaughton
MIL,22,2022-23,Lindell Wigginton,G,L. Wigginton
MIL,22,2022-23,Goran Dragic,G,G. Dragic
MIL,22,2022-23,Giannis Antetokounmpo,F,G. Antetokounmpo
MIL,22,2022-23,Thanasis Antetokounmpo,F,T. Antetokounmpo
MIL,22,2022-23,Jae Crowder,F,J. Crowder
MIN,22,2022-23,Anthony Edwards,G,A. Edwards
MIN,22,2022-23,Jaden McDaniels,F,J. McDaniels
MIN,22,2022-23,Jaylen Nowell,G,J. Nowell
MIN,22,2022-23,Kyle Anderson,F-G,K. Anderson
MIN,22,2022-23,Jordan McLaughlin,G,J. McLaughlin
MIN,22,2022-23,Wendell Moore Jr.,G,W. Moore Jr.
MIN,22,2022-23,Josh Minott,F,J. Minott
MIN,22,2022-23,Nickeil Alexander-Walker,G,N. Alexander-Walker
MIN,22,2022-23,Mike Conley,G,M. Conley
MIN,22,2022-23,Naz Reid,C-F,N. Reid
MIN,22,2022-23,Taurean Prince,F,T. Prince
MIN,22,2022-23,Nathan Knight,F-C,N. Knight
MIN,22,2022-23,Austin Rivers,G,A. Rivers
MIN,22,2022-23,Rudy Gobert,C,R. Gobert
MIN,22,2022-23,Karl-Anthony Towns,C-F,K. Towns
MIN,22,2022-23,Matt Ryan,F,M. Ryan
MIN,22,2022-23,Luka Garza,C,L. Garza
NOP,22,2022-23,Dereon Seabron,G,D. Seabron
NOP,22,2022-23,Zion Williamson,F,Z. Williamson
NOP,22,2022-23,Josh Richardson,G,J. Richardson
NOP,22,2022-23,CJ McCollum,G,C. McCollum
NOP,22,2022-23,Herbert Jones,F,H. Jones
NOP,22,2022-23,Naji Marshall,F,N. Marshall
NOP,22,2022-23,Willy Hernangomez,C-F,W. Hernangomez
NOP,22,2022-23,Jaxson Hayes,C-F,J. Hayes
NOP,22,2022-23,Dyson Daniels,G,D. Daniels
NOP,22,2022-23,Kira Lewis Jr.,G,K. Lewis Jr.
NOP,22,2022-23,Brandon Ingram,F,B. Ingram
NOP,22,2022-23,Jose Alvarado,G,J. Alvarado
NOP,22,2022-23,Jonas Valančiūnas,C,J. Valančiūnas
NOP,22,2022-23,Larry Nance Jr.,F-C,L. Nance Jr.
NOP,22,2022-23,Trey Murphy III,F,T. Murphy III
NOP,22,2022-23,E.J. Liddell,F,E. Liddell
NOP,22,2022-23,Garrett Temple,G-F,G. Temple
NYK,22,2022-23,Obi Toppin,F,O. Toppin
NYK,22,2022-23,Miles McBride,G,M. McBride
NYK,22,2022-23,Trevor Keels,G,T. Keels
NYK,22,2022-23,Josh Hart,G,J. Hart
NYK,22,2022-23,Derrick Rose,G,D. Rose
NYK,22,2022-23,Duane Washington Jr.,G,D. Washington Jr.
NYK,22,2022-23,Immanuel Quickley,G,I. Quickley
NYK,22,2022-23,Quentin Grimes,G,Q. Grimes
NYK,22,2022-23,DaQuan Jeffries,G-F,D. Jeffries
NYK,22,2022-23,RJ Barrett,F-G,R. Barrett
NYK,22,2022-23,Jalen Brunson,G,J. Brunson
NYK,22,2022-23,Evan Fournier,G-F,E. Fournier
NYK,22,2022-23,Isaiah Roby,F,I. Roby
NYK,22,2022-23,Mitchell Robinson,C-F,M. Robinson
NYK,22,2022-23,Julius Randle,F-C,J. Randle
NYK,22,2022-23,Jericho Sims,C,J. Sims
NYK,22,2022-23,Isaiah Hartenstein,C-F,I. Hartenstein
OKC,22,2022-23,Shai Gilgeous-Alexander,G,S. Gilgeous-Alexander
OKC,22,2022-23,Josh Giddey,G,J. Giddey
OKC,22,2022-23,Luguentz Dort,G,L. Dort
OKC,22,2022-23,Jaylin Williams,F,J. Williams
OKC,22,2022-23,Chet Holmgren,C-F,C. Holmgren
OKC,22,2022-23,Jalen Williams,G-F,J. Williams
OKC,22,2022-23,Dario Šarić,F-C,D. Šarić
OKC,22,2022-23,Isaiah Joe,G,I. Joe
OKC,22,2022-23,Lindy Waters III,F,L. Waters III
OKC,22,2022-23,Ousmane Dieng,F,O. Dieng
OKC,22,2022-23,Jared Butler,G,J. Butler
OKC,22,2022-23,Aleksej Pokusevski,F,A. Pokusevski
OKC,22,2022-23,Aaron Wiggins,G,A. Wiggins
OKC,22,2022-23,Tre Mann,G,T. Mann
OKC,22,2022-23,Olivier Sarr,C,O. Sarr
OKC,22,2022-23,Kenrich Williams,G-F,K. Williams
OKC,22,2022-23,Jeremiah Robinson-Earl,F,J. Robinson-Earl
ORL,22,2022-23,Jonathan Isaac,F,J. Isaac
ORL,22,2022-23,Caleb Houstan,G,C. Houstan
ORL,22,2022-23,Chuma Okeke,F,C. Okeke
ORL,22,2022-23,Jalen Suggs,G,J. Suggs
ORL,22,2022-23,Paolo Banchero,F,P. Banchero
ORL,22,2022-23,Kevon Harris,G,K. Harris
ORL,22,2022-23,Bol Bol,C-F,B. Bol
ORL,22,2022-23,Michael Carter-Williams,G,M. Carter-Williams
ORL,22,2022-23,Gary Harris,G,G. Harris
ORL,22,2022-23,Markelle Fultz,G,M. Fultz
ORL,22,2022-23,Moritz Wagner,F-C,M. Wagner
ORL,22,2022-23,Franz Wagner,F,F. Wagner
ORL,22,2022-23,Admiral Schofield,F,A. Schofield
ORL,22,2022-23,Wendell Carter Jr.,C-F,W. Carter Jr.
ORL,22,2022-23,Cole Anthony,G,C. Anthony
ORL,22,2022-23,Goga Bitadze,C-F,G. Bitadze
PHI,22,2022-23,Tyrese Maxey,G,T. Maxey
PHI,22,2022-23,James Harden,G,J. Harden
PHI,22,2022-23,Montrezl Harrell,F-C,M. Harrell
PHI,22,2022-23,Jalen McDaniels,F-C,J. McDaniels
PHI,22,2022-23,De'Anthony Melton,G,D. Melton
PHI,22,2022-23,Mac McClung,G,M. McClung
PHI,22,2022-23,Jaden Springer,G,J. Springer
PHI,22,2022-23,Tobias Harris,F,T. Harris
PHI,22,2022-23,Dewayne Dedmon,C,D. Dedmon
PHI,22,2022-23,P.J. Tucker,F,P. Tucker
PHI,22,2022-23,Shake Milton,G-F,S. Milton
PHI,22,2022-23,Georges Niang,F,G. Niang
PHI,22,2022-23,Joel Embiid,C-F,J. Embiid
PHI,22,2022-23,Louis King,F,L. King
PHI,22,2022-23,Danuel House Jr.,F-G,D. House Jr.
PHI,22,2022-23,Furkan Korkmaz,G-F,F. Korkmaz
PHI,22,2022-23,Paul Reed,F,P. Reed
PHX,22,2022-23,Torrey Craig,F,T. Craig
PHX,22,2022-23,Devin Booker,G,D. Booker
PHX,22,2022-23,Josh Okogie,G,J. Okogie
PHX,22,2022-23,Chris Paul,G,C. Paul
PHX,22,2022-23,Terrence Ross,G-F,T. Ross
PHX,22,2022-23,Damion Lee,G-F,D. Lee
PHX,22,2022-23,Jock Landale,C,J. Landale
PHX,22,2022-23,Ish Wainright,F,I. Wainright
PHX,22,2022-23,Landry Shamet,G,L. Shamet
PHX,22,2022-23,Cameron Payne,G,C. Payne
PHX,22,2022-23,Bismack Biyombo,C,B. Biyombo
PHX,22,2022-23,T.J. Warren,F,T. Warren
PHX,22,2022-23,Deandre Ayton,C,D. Ayton
PHX,22,2022-23,Kevin Durant,F,K. Durant
PHX,22,2022-23,Saben Lee,G,S. Lee
PHX,22,2022-23,Darius Bazley,F,D. Bazley
POR,22,2022-23,Damian Lillard,G,D. Lillard
POR,22,2022-23,Anfernee Simons,G,A. Simons
POR,22,2022-23,Trendon Watford,F,T. Watford
POR,22,2022-23,Matisse Thybulle,G-F,M. Thybulle
POR,22,2022-23,Cam Reddish,F-G,C. Reddish
POR,22,2022-23,Keon Johnson,G,K. Johnson
POR,22,2022-23,Jerami Grant,F,J. Grant
POR,22,2022-23,Nassir Little,F-G,N. Little
POR,22,2022-23,Kevin Knox II,F,K. Knox II
POR,22,2022-23,Shaedon Sharpe,G,S. Sharpe
POR,22,2022-23,John Butler Jr.,F,J. Butler Jr.
POR,22,2022-23,Drew Eubanks,F-C,D. Eubanks
POR,22,2022-23,Justise Winslow,F-G,J. Winslow
POR,22,2022-23,Jusuf Nurkić,C,J. Nurkić
POR,22,2022-23,Jabari Walker,F,J. Walker
POR,22,2022-23,Ibou Badji,C,I. Badji
POR,22,2022-23,Nate Williams,G,N. Williams
SAC,22,2022-23,Malik Monk,G,M. Monk
SAC,22,2022-23,Terence Davis,G,T. Davis
SAC,22,2022-23,De'Aaron Fox,G,D. Fox
SAC,22,2022-23,Chimezie Metu,F-C,C. Metu
SAC,22,2022-23,Matthew Dellavedova,G,M. Dellavedova
SAC,22,2022-23,Kevin Huerter,G-F,K. Huerter
SAC,22,2022-23,Domantas Sabonis,F-C,D. Sabonis
SAC,22,2022-23,Keegan Murray,F,K. Murray
SAC,22,2022-23,Davion Mitchell,G,D. Mitchell
SAC,22,2022-23,Kessler Edwards,F,K. Edwards
SAC,22,2022-23,Richaun Holmes,F,R. Holmes
SAC,22,2022-23,Keon Ellis,G,K. Ellis
SAC,22,2022-23,Alex Len,C,A. Len
SAC,22,2022-23,PJ Dozier,G-F,P. Dozier
SAC,22,2022-23,Harrison Barnes,F,H. Barnes
SAC,22,2022-23,Trey Lyles,F,T. Lyles
SAC,22,2022-23,Neemias Queta,C,N. Queta
SAS,22,2022-23,Keldon Johnson,F-G,K. Johnson
SAS,22,2022-23,Devonte' Graham,G,D. Graham
SAS,22,2022-23,Jeremy Sochan,F,J. Sochan
SAS,22,2022-23,Blake Wesley,G,B. Wesley
SAS,22,2022-23,Doug McDermott,F,D. McDermott
SAS,22,2022-23,Malaki Branham,F,M. Branham
SAS,22,2022-23,Zach Collins,F-C,Z. Collins
SAS,22,2022-23,Khem Birch,C,K. Birch
SAS,22,2022-23,Devin Vassell,G-F,D. Vassell
SAS,22,2022-23,Dominick Barlow,F,D. Barlow
SAS,22,2022-23,Charles Bassey,C-F,C. Bassey
SAS,22,2022-23,Julian Champagnie,F,J. Champagnie
SAS,22,2022-23,Keita Bates-Diop,F,K. Bates-Diop
SAS,22,2022-23,Tre Jones,G,T. Jones
SAS,22,2022-23,Romeo Langford,G-F,R. Langford
SAS,22,2022-23,Gorgui Dieng,C,G. Dieng
SAS,22,2022-23,Sandro Mamukelashvili,F-C,S. Mamukelashvili
TOR,22,2022-23,Will Barton,G,W. Barton
TOR,22,2022-23,OG Anunoby,F,O. Anunoby
TOR,22,2022-23,Scottie Barnes,F,S. Barnes
TOR,22,2022-23,Precious Achiuwa,F,P. Achiuwa
TOR,22,2022-23,Ron Harper Jr.,F,R. Harper Jr.
TOR,22,2022-23,Joe Wieskamp,G-F,J. Wieskamp
TOR,22,2022-23,Jakob Poeltl,C,J. Poeltl
TOR,22,2022-23,Jeff Dowtin Jr.,G,J. Dowtin Jr.
TOR,22,2022-23,Thaddeus Young,F,T. Young
TOR,22,2022-23,Malachi Flynn,G,M. Flynn
TOR,22,2022-23,Fred VanVleet,G,F. VanVleet
TOR,22,2022-23,Chris Boucher,F-C,C. Boucher
TOR,22,2022-23,Otto Porter Jr.,F,O. Porter Jr.
TOR,22,2022-23,Gary Trent Jr.,G-F,G. Trent Jr.
TOR,22,2022-23,Christian Koloko,C,C. Koloko
TOR,22,2022-23,Pascal Siakam,F,P. Siakam
TOR,22,2022-23,Dalano Banton,F,D. Banton
UTA,22,2022-23,Jordan Clarkson,G,J. Clarkson
UTA,22,2022-23,Talen Horton-Tucker,G,T. Horton-Tucker
UTA,22,2022-23,Collin Sexton,G,C. Sexton
UTA,22,2022-23,Kris Dunn,G,K. Dunn
UTA,22,2022-23,Vernon Carey Jr.,C,V. Carey Jr.
UTA,22,2022-23,Damian Jones,C,D. Jones
UTA,22,2022-23,Simone Fontecchio,F,S. Fontecchio
UTA,22,2022-23,Luka Samanic,F,L. Samanic
UTA,22,2022-23,Udoka Azubuike,C-F,U. Azubuike
UTA,22,2022-23,Rudy Gay,F-G,R. Gay
UTA,22,2022-23,Lauri Markkanen,F-C,L. Markkanen
UTA,22,2022-23,Walker Kessler,C,W. Kessler
UTA,22,2022-23,Micah Potter,C,M. Potter
UTA,22,2022-23,Ochai Agbaji,G,O. Agbaji
UTA,22,2022-23,Johnny Juzang,G,J. Juzang
UTA,22,2022-23,Kelly Olynyk,F-C,K. Olynyk
UTA,22,2022-23,Juan Toscano-Anderson,F,J. Toscano-Anderson
WAS,22,2022-23,Johnny Davis,G,J. Davis
WAS,22,2022-23,Bradley Beal,G,B. Beal
WAS,22,2022-23,Kristaps Porziņģis,F-C,K. Porziņģis
WAS,22,2022-23,Jordan Goodwin,G,J. Goodwin
WAS,22,2022-23,Deni Avdija,F,D. Avdija
WAS,22,2022-23,Xavier Cooks,F,X. Cooks
WAS,22,2022-23,Isaiah Todd,F,I. Todd
WAS,22,2022-23,Anthony Gill,F,A. Gill
WAS,22,2022-23,Kendrick Nunn,G,K. Nunn
WAS,22,2022-23,Daniel Gafford,F-C,D. Gafford
WAS,22,2022-23,Monté Morris,G,M. Morris
WAS,22,2022-23,Corey Kispert,F,C. Kispert
WAS,22,2022-23,Quenton Jackson,G,Q. Jackson
WAS,22,2022-23,Kyle Kuzma,F,K. Kuzma
WAS,22,2022-23,Jay Huff,C,J. Huff
WAS,22,2022-23,Delon Wright,G,D. Wright
WAS,22,2022-23,Taj Gibson,F,T. Gibson
ATL,23,2023-24,Jalen Johnson,F,J. Johnson
ATL,23,2023-24,Trent Forrest,G,T. Forrest
ATL,23,2023-24,Seth Lundy,G-F,S. Lundy
ATL,23,2023-24,Kobe Bufkin,G,K. Bufkin
ATL,23,2023-24,Dejounte Murray,G,D. Murray
ATL,23,2023-24,Trae Young,G,T. Young
ATL,23,2023-24,De'Andre Hunter,F-G,D. Hunter
ATL,23,2023-24,Bogdan Bogdanović,G,B. Bogdanović
ATL,23,2023-24,AJ Griffin,F,A. Griffin
ATL,23,2023-24,Clint Capela,C,C. Capela
ATL,23,2023-24,Onyeka Okongwu,F-C,O. Okongwu
ATL,23,2023-24,Mouhamed Gueye,F,M. Gueye
ATL,23,2023-24,Dylan Windler,G-F,D. Windler
ATL,23,2023-24,Bruno Fernando,F-C,B. Fernando
ATL,23,2023-24,Garrison Mathews,G,G. Mathews
ATL,23,2023-24,Vít Krejčí,G,V. Krejčí
ATL,23,2023-24,Wesley Matthews,G,W. Matthews
ATL,23,2023-24,Saddiq Bey,G-F,S. Bey
BKN,23,2023-24,Dariq Whitehead,F,D. Whitehead
BKN,23,2023-24,Mikal Bridges,G-F,M. Bridges
BKN,23,2023-24,Cameron Johnson,F,C. Johnson
BKN,23,2023-24,Dennis Smith Jr.,G,D. Smith Jr.
BKN,23,2023-24,Lonnie Walker IV,G-F,L. Walker IV
BKN,23,2023-24,Trendon Watford,F,T. Watford
BKN,23,2023-24,Ben Simmons,G-F,B. Simmons
BKN,23,2023-24,Keita Bates-Diop,F,K. Bates-Diop
BKN,23,2023-24,Jacob Gilyard,G,J. Gilyard
BKN,23,2023-24,Jaylen Martin,G,J. Martin
BKN,23,2023-24,Dennis Schröder,G,D. Schröder
BKN,23,2023-24,Day'Ron Sharpe,C,D. Sharpe
BKN,23,2023-24,Noah Clowney,F,N. Clowney
BKN,23,2023-24,Jalen Wilson,F,J. Wilson
BKN,23,2023-24,Cam Thomas,G,C. Thomas
BKN,23,2023-24,Dorian Finney-Smith,F,D. Finney-Smith
BKN,23,2023-24,Nic Claxton,C,N. Claxton
BKN,23,2023-24,Keon Johnson,G,K. Johnson
BOS,23,2023-24,Jayson Tatum,F-G,J. Tatum
BOS,23,2023-24,Jrue Holiday,G,J. Holiday
BOS,23,2023-24,Jaylen Brown,G-F,J. Brown
BOS,23,2023-24,Kristaps Porziņģis,F-C,K. Porziņģis
BOS,23,2023-24,Derrick White,G,D. White
BOS,23,2023-24,Payton Pritchard,G,P. Pritchard
BOS,23,2023-24,Oshae Brissett,F-G,O. Brissett
BOS,23,2023-24,Drew Peterson,F,D. Peterson
BOS,23,2023-24,JD Davison,G,J. Davison
BOS,23,2023-24,Xavier Tillman,F,X. Tillman
BOS,23,2023-24,Jordan Walsh,G,J. Walsh
BOS,23,2023-24,Sam Hauser,F,S. Hauser
BOS,23,2023-24,Luke Kornet,C-F,L. Kornet
BOS,23,2023-24,Al Horford,C-F,A. Horford
BOS,23,2023-24,Jaden Springer,G,J. Springer
BOS,23,2023-24,Svi Mykhailiuk,G-F,S. Mykhailiuk
BOS,23,2023-24,Neemias Queta,C,N. Queta
CHA,23,2023-24,Miles Bridges,F,M. Bridges
CHA,23,2023-24,LaMelo Ball,G,L. Ball
CHA,23,2023-24,Grant Williams,F,G. Williams
CHA,23,2023-24,Nick Richards,C,N. Richards
CHA,23,2023-24,Mark Williams,C,M. Williams
CHA,23,2023-24,Bryce McGowens,G,B. McGowens
CHA,23,2023-24,Nick Smith Jr.,G,N. Smith Jr.
CHA,23,2023-24,Davis Bertans,F,D. Bertans
CHA,23,2023-24,Amari Bailey,G,A. Bailey
CHA,23,2023-24,Cody Martin,F,C. Martin
CHA,23,2023-24,Marques Bolden,C,M. Bolden
CHA,23,2023-24,Leaky Black,F,L. Black
CHA,23,2023-24,Aleksej Pokusevski,F,A. Pokusevski
CHA,23,2023-24,JT Thor,F,J. Thor
CHA,23,2023-24,Vasilije Micic,G,V. Micic
CHA,23,2023-24,Tre Mann,G,T. Mann
CHA,23,2023-24,Brandon Miller,F,B. Miller
CHA,23,2023-24,Seth Curry,G,S. Curry
CHI,23,2023-24,Andrew Funk,G,A. Funk
CHI,23,2023-24,Coby White,G,C. White
CHI,23,2023-24,Lonzo Ball,G,L. Ball
CHI,23,2023-24,Andre Drummond,C,A. Drummond
CHI,23,2023-24,Jevon Carter,G,J. Carter
CHI,23,2023-24,Alex Caruso,G,A. Caruso
CHI,23,2023-24,Zach LaVine,G,Z. LaVine
CHI,23,2023-24,Nikola Vučević,C,N. Vučević
CHI,23,2023-24,DeMar DeRozan,G-F,D. DeRozan
CHI,23,2023-24,Ayo Dosunmu,G,A. Dosunmu
CHI,23,2023-24,Torrey Craig,F,T. Craig
CHI,23,2023-24,Julian Phillips,F,J. Phillips
CHI,23,2023-24,Onuralp Bitim,F,O. Bitim
CHI,23,2023-24,Adama Sanogo,F,A. Sanogo
CHI,23,2023-24,Javonte Green,G,J. Green
CHI,23,2023-24,Dalen Terry,F,D. Terry
CHI,23,2023-24,Patrick Williams,F,P. Williams
CHI,23,2023-24,Henri Drell,F,H. Drell
CLE,23,2023-24,Max Strus,G-F,M. Strus
CLE,23,2023-24,Ty Jerome,G-F,T. Jerome
CLE,23,2023-24,Caris LeVert,G,C. LeVert
CLE,23,2023-24,Evan Mobley,C,E. Mobley
CLE,23,2023-24,Sam Merrill,G,S. Merrill
CLE,23,2023-24,Pete Nance,F,P. Nance
CLE,23,2023-24,Craig Porter Jr.,G,C. Porter Jr.
CLE,23,2023-24,Darius Garland,G,D. Garland
CLE,23,2023-24,Tristan Thompson,C-F,T. Thompson
CLE,23,2023-24,Isaiah Mobley,F,I. Mobley
CLE,23,2023-24,Georges Niang,F,G. Niang
CLE,23,2023-24,Emoni Bates,F,E. Bates
CLE,23,2023-24,Marcus Morris Sr.,F,M. Morris Sr.
CLE,23,2023-24,Damian Jones,C,D. Jones
CLE,23,2023-24,Jarrett Allen,C,J. Allen
CLE,23,2023-24,Dean Wade,F-C,D. Wade
CLE,23,2023-24,Isaac Okoro,F-G,I. Okoro
CLE,23,2023-24,Donovan Mitchell,G,D. Mitchell
DAL,23,2023-24,Danté Exum,G,D. Exum
DAL,23,2023-24,Brandon Williams,G,B. Williams
DAL,23,2023-24,Jaden Hardy,G,J. Hardy
DAL,23,2023-24,Dereck Lively II,C,D. Lively II
DAL,23,2023-24,Dwight Powell,F-C,D. Powell
DAL,23,2023-24,Josh Green,G,J. Green
DAL,23,2023-24,A.J. Lawson,G,A. Lawson
DAL,23,2023-24,Tim Hardaway Jr.,G-F,T. Hardaway Jr.
DAL,23,2023-24,Kyrie Irving,G,K. Irving
DAL,23,2023-24,Alex Fudge,F,A. Fudge
DAL,23,2023-24,Olivier-Maxence Prosper,F,O. Prosper
DAL,23,2023-24,Daniel Gafford,F-C,D. Gafford
DAL,23,2023-24,P.J. Washington,F,P. Washington
DAL,23,2023-24,Greg Brown III,F,G. Brown III
DAL,23,2023-24,Maxi Kleber,F,M. Kleber
DAL,23,2023-24,Derrick Jones Jr.,F,D. Jones Jr.
DAL,23,2023-24,Luka Dončić,F-G,L. Dončić
DAL,23,2023-24,Markieff Morris,F,M. Morris
DEN,23,2023-24,Christian Braun,G,C. Braun
DEN,23,2023-24,Michael Porter Jr.,F,M. Porter Jr.
DEN,23,2023-24,Julian Strawther,G,J. Strawther
DEN,23,2023-24,Hunter Tyson,F,H. Tyson
DEN,23,2023-24,Kentavious Caldwell-Pope,G,K. Caldwell-Pope
DEN,23,2023-24,DeAndre Jordan,C,D. Jordan
DEN,23,2023-24,Reggie Jackson,G,R. Jackson
DEN,23,2023-24,Peyton Watson,G,P. Watson
DEN,23,2023-24,Justin Holiday,F-G,J. Holiday
DEN,23,2023-24,Braxton Key,F,B. Key
DEN,23,2023-24,Nikola Jokić,C,N. Jokić
DEN,23,2023-24,Collin Gillespie,G,C. Gillespie
DEN,23,2023-24,Zeke Nnaji,F-C,Z. Nnaji
DEN,23,2023-24,Jalen Pickett,G,J. Pickett
DEN,23,2023-24,Jamal Murray,G,J. Murray
DEN,23,2023-24,Jay Huff,C,J. Huff
DEN,23,2023-24,Vlatko Čančar,F,V. Čančar
DEN,23,2023-24,Aaron Gordon,F,A. Gordon
DET,23,2023-24,Jalen Duren,C,J. Duren
DET,23,2023-24,Cade Cunningham,G,C. Cunningham
DET,23,2023-24,Chimezie Metu,F-C,C. Metu
DET,23,2023-24,Troy Brown Jr.,G-F,T. Brown Jr.
DET,23,2023-24,Jared Rhoden,G,J. Rhoden
DET,23,2023-24,Ausar Thompson,G-F,A. Thompson
DET,23,2023-24,James Wiseman,C,J. Wiseman
DET,23,2023-24,Stanley Umude,G,S. Umude
DET,23,2023-24,Tosan Evbuomwan,F,T. Evbuomwan
DET,23,2023-24,Malachi Flynn,G,M. Flynn
DET,23,2023-24,Simone Fontecchio,F,S. Fontecchio
DET,23,2023-24,Jaden Ivey,G,J. Ivey
DET,23,2023-24,Quentin Grimes,G,Q. Grimes
DET,23,2023-24,Marcus Sasser,G,M. Sasser
DET,23,2023-24,Buddy Boeheim,F,B. Boeheim
DET,23,2023-24,Isaiah Stewart,F-C,I. Stewart
DET,23,2023-24,Evan Fournier,G-F,E. Fournier
DET,23,2023-24,Taj Gibson,F,T. Gibson
GSW,23,2023-24,Gary Payton II,G,G. Payton II
GSW,23,2023-24,Jonathan Kuminga,F,J. Kuminga
GSW,23,2023-24,Brandin Podziemski,G,B. Podziemski
GSW,23,2023-24,Chris Paul,G,C. Paul
GSW,23,2023-24,Moses Moody,G,M. Moody
GSW,23,2023-24,Kevon Looney,F,K. Looney
GSW,23,2023-24,Klay Thompson,G,K. Thompson
GSW,23,2023-24,Usman Garuba,F,U. Garuba
GSW,23,2023-24,Gui Santos,F,G. Santos
GSW,23,2023-24,Jerome Robinson,G,J. Robinson
GSW,23,2023-24,Dario Šarić,F-C,D. Šarić
GSW,23,2023-24,Andrew Wiggins,F,A. Wiggins
GSW,23,2023-24,Draymond Green,F,D. Green
GSW,23,2023-24,Lester Quinones,G,L. Quinones
GSW,23,2023-24,Stephen Curry,G,S. Curry
GSW,23,2023-24,Trayce Jackson-Davis,F,T. Jackson-Davis
GSW,23,2023-24,Pat Spencer,G,P. Spencer
HOU,23,2023-24,Aaron Holiday,G,A. Holiday
HOU,23,2023-24,Jermaine Samuels Jr.,F,J. Samuels Jr.
HOU,23,2023-24,Amen Thompson,G-F,A. Thompson
HOU,23,2023-24,Jock Landale,C,J. Landale
HOU,23,2023-24,Jalen Green,G,J. Green
HOU,23,2023-24,Fred VanVleet,G,F. VanVleet
HOU,23,2023-24,Cam Whitmore,F,C. Whitmore
HOU,23,2023-24,Jae'Sean Tate,F,J. Tate
HOU,23,2023-24,Dillon Brooks,G-F,D. Brooks
HOU,23,2023-24,Jabari Smith Jr.,F,J. Smith Jr.
HOU,23,2023-24,Steven Adams,C,S. Adams
HOU,23,2023-24,Nate Hinton,G-F,N. Hinton
HOU,23,2023-24,Tari Eason,F,T. Eason
HOU,23,2023-24,Nate Williams,G,N. Williams
HOU,23,2023-24,Reggie Bullock Jr.,G-F,R. Bullock Jr.
HOU,23,2023-24,Alperen Sengun,C,A. Sengun
HOU,23,2023-24,Jeff Green,F,J. Green
HOU,23,2023-24,Boban Marjanovic,C,B. Marjanovic
IND,23,2023-24,Tyrese Haliburton,G,T. Haliburton
IND,23,2023-24,Bennedict Mathurin,G-F,B. Mathurin
IND,23,2023-24,Obi Toppin,F,O. Toppin
IND,23,2023-24,Andrew Nembhard,G-F,A. Nembhard
IND,23,2023-24,Jarace Walker,F,J. Walker
IND,23,2023-24,T.J. McConnell,G,T. McConnell
IND,23,2023-24,Kendall Brown,G,K. Brown
IND,23,2023-24,James Johnson,F,J. Johnson
IND,23,2023-24,Doug McDermott,F,D. McDermott
IND,23,2023-24,Isaiah Wong,G,I. Wong
IND,23,2023-24,Isaiah Jackson,F,I. Jackson
IND,23,2023-24,Aaron Nesmith,G-F,A. Nesmith
IND,23,2023-24,Jalen Smith,F-C,J. Smith
IND,23,2023-24,Ben Sheppard,G,B. Sheppard
IND,23,2023-24,Quenton Jackson,G,Q. Jackson
IND,23,2023-24,Myles Turner,C-F,M. Turner
IND,23,2023-24,Pascal Siakam,F,P. Siakam
IND,23,2023-24,Oscar Tshiebwe,F-C,O. Tshiebwe
LAC,23,2023-24,Russell Westbrook,G,R. Westbrook
